Year,Month,Day,Hour,Minute,Second,Temp(Sensor),Temp(WC),Hum(Sensor),Hum(WC),BatteryLevel,BatteryCharging,CloudForecast
2017,2,31,0,52,5,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,0,53,7,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,0,54,8,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,0,55,9,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,0,56,11,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,0,57,12,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,0,58,14,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,0,59,15,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,1,0,17,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,1,1,18,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,1,2,20,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,1,3,21,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,1,4,23,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,1,5,24,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,1,6,26,9.30,8.722222222222223,99.90,95,1,true,ERROR

2017,2,31,1,7,27,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,8,29,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,9,30,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,10,31,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,11,33,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,12,34,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,13,36,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,14,37,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,15,39,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,16,40,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,17,42,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,18,43,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,19,45,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,20,46,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,21,48,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,22,49,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,23,51,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,24,52,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,25,53,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,26,55,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,27,56,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,28,58,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,29,59,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,31,1,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,32,2,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,33,4,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,34,5,9.30,8.722222222222223,99.90,95,0.98,true,ERROR

2017,2,31,1,35,7,9.30,8.722222222222223,99.90,96,0.98,true,ERROR

2017,2,31,1,36,8,9.30,8.722222222222223,99.90,96,0.98,true,ERROR

2017,2,31,1,37,10,9.30,8.722222222222223,99.90,96,0.98,true,ERROR

2017,2,31,1,38,11,9.30,8.722222222222223,99.90,96,0.98,true,ERROR

2017,2,31,1,39,13,9.30,8.722222222222223,99.90,96,0.98,true,ERROR

2017,2,31,1,40,14,9.30,8.722222222222223,99.90,96,0.98,true,ERROR

2017,2,31,1,41,15,9.30,8.722222222222223,99.90,96,0.98,true,ERROR

